cell_type	length
L56NP2	303706
L56NP2	14586
L56NP2	92552
L56NP2	138240
L56NP2	172623
L56NP2	678473
L56NP2	47513
L56NP2	341251
L56NP2	70754
L56NP2	123436
L56NP2	144388
L56NP2	840905
L56NP2	69099
L56NP2	217824
L56NP2	16115
L56NP2	234199
L56NP2	744127
L56NP2	11190
L56NP2	147094
L56NP2	181598
L56NP2	295145
L56NP2	107049
L56NP2	4623
L56NP2	23379
L56NP2	47584
L56NP2	53429
L56NP2	255038
L56NP2	43928
L56NP2	77584
L56NP2	237279
L56NP2	37888
L56NP2	12593
L56NP2	162469
L56NP2	27197
L56NP2	44107
L56NP2	8900
L56NP2	655795
L56NP2	70374
L56NP2	64535
L56NP2	275921
L56NP2	47067
L56NP2	28046
L56NP2	307907
L56NP2	228418
L56NP2	684013
L56NP2	56583
L56NP2	20559
L56NP2	104269
L56NP2	98957
L56NP2	162823
L56NP2	233013
L56NP2	23793
L56NP2	34818
L56NP2	192325
L56NP2	157230
L56NP2	120333
L56NP2	80391
L56NP2	12994
L56NP2	379858
L56NP2	39246
L56NP2	36805
L56NP2	11364
L56NP2	222553
L56NP2	444108
L56NP2	218764
L56NP2	17743
L56NP2	223352
L56NP2	129780
L56NP2	206644
L56NP2	6397
L56NP2	94941
L56NP2	116061
L56NP2	649202
L56NP2	238230
L56NP2	222445
L56NP2	303835
L56NP2	324560
L56NP2	304609
L56NP2	474049
L56NP2	119761
L56NP2	94307
L56NP2	504578
L56NP2	146570
L56NP2	13933
L56NP2	45535
L56NP2	44201
L56NP2	23741
L56NP2	36799
L56NP2	250414
L56NP2	69459
L56NP2	329566
L56NP2	125524
L56NP2	214992
L56NP2	464944
L56NP2	143829
L56NP2	60760
L56NP2	13226
L56NP2	30363
L56NP2	22935
L56NP2	19300
L56NP2	133447
L56NP2	368062
L56NP2	1174977
L56NP2	660951
L56NP2	304239
L56NP2	41346
L56NP2	169760
L56NP2	572943
L56NP2	10216
L56NP2	109244
L56NP2	78936
L56NP2	25174
L56NP2	51700
L56NP2	62080
L56NP2	203175
L56NP2	169768
L56NP2	69236
L56NP2	98118
L56NP2	24221
L56NP2	20087
L56NP2	2755
L56NP2	29637
L56NP2	43132
L56NP2	51077
L56NP2	130275
L56NP2	60972
L56NP2	14389
L56NP2	77874
L56NP2	31721
L56NP2	36304
L56NP2	109151
L56NP2	180173
L56NP2	121780
L56NP2	128167
L56NP2	1430765
L56NP2	165065
L56NP2	112894
L56NP2	88302
L56NP2	326860
L56NP2	362237
L56NP2	257968
L56NP2	459809
L56NP2	141176
L56NP2	10065
L56NP2	36455
L56NP2	280452
L56NP2	444408
L56NP2	52320
L56NP2	61365
L56NP2	124254
L56NP2	27645
L56NP2	83903
L56NP2	216013
L5ET1	6988
L5ET1	219823
L5ET1	16012
L5ET1	45663
L5ET1	74854
L5ET1	92811
L5ET1	5358
L5ET1	41037
L5ET1	615828
L5ET1	46602
L5ET1	63526
L5ET1	83465
L5ET1	36260
L5ET1	129449
L5ET1	54848
L5ET1	94230
L5ET1	64579
L5ET1	232048
L5ET1	15592
L5ET1	23798
L5ET1	33816
L5ET1	244989
L5ET1	73897
L5ET1	101309
L5ET1	73501
L5ET1	239727
L5ET1	515188
L5ET1	155218
L5ET1	32245
L5ET1	74605
L5ET1	254495
L5ET1	185668
L5ET1	88486
L5ET1	533301
L5ET1	142807
L5ET1	190776
L5ET1	581829
L5ET1	32220
L5ET1	52585
L5ET1	113870
L5ET1	11305
L5ET1	405635
L5ET1	1333203
L5ET1	1900727
L5ET1	109271
L5ET1	71550
L5ET1	109736
L5ET1	87757
L5ET1	36879
L5ET1	875551
L5ET1	41293
L5ET1	20863
L5ET1	15934
L5ET1	17625
L5ET1	41700
L5ET1	9884
L5ET1	74600
L5ET1	234206
L5ET1	63111
L5ET1	293046
L5ET1	343270
L5ET1	138930
L5ET1	218226
L5ET1	47142
L5ET1	350545
L5ET1	64163
L5ET1	108705
L5ET1	67655
L5ET1	124558
L5ET1	22538
L5ET1	23062
L5ET1	21621
L5ET1	117869
L5ET1	97415
L5ET1	166362
L5ET1	187443
L5ET1	50857
L5ET1	34545
L5ET1	40916
L5ET1	534135
L5ET1	84757
L5ET1	510016
L5ET1	136883
L5ET1	27571
L5ET1	341676
L5ET1	331574
L5ET1	113394
L5ET1	348035
L5ET1	54854
L5ET1	511076
L5ET1	179131
L5ET1	57614
L5ET1	26441
L5ET1	83490
L5ET1	20600
L5ET1	84550
L5ET1	725519
L5ET1	194663
L5ET1	93280
L5ET1	35743
L5ET1	120025
L5ET1	107130
L5ET1	43594
L5ET1	57750
L5ET1	185757
L5ET1	91847
L5ET1	23007
L5ET1	172161
L5ET1	61537
L5ET1	234510
L5ET1	114373
L5ET1	50985
L5ET1	67311
L5ET1	93137
L5ET1	830360
L5ET1	34268
L5ET1	22578
L5ET1	691438
L5ET1	681803
L5ET1	245614
L5ET1	253880
L5ET1	75757
L5ET1	25086
L5ET1	43212
L5ET1	232442
L5ET1	30309
L5ET1	150195
L5ET1	16743
L5ET1	116140
L5ET1	155086
L5ET1	35363
L5ET1	22734
L5ET1	27340
L5ET1	89443
L5ET1	75496
L5ET1	90351
L5ET1	310717
L5ET1	68478
L5ET1	47742
L5ET1	176938
L5ET1	128590
L5ET1	285796
L5ET1	105660
L5ET1	434370
L5ET1	79237
L5ET1	4368
L5ET1	39563
L5ET1	38912
L5ET1	19664
L5ET1	47269
L5ET1	36470
L5ET1	23820
L5ET1	73098
L5ET1	26061
L5ET1	5780
L5ET1	6203
L5ET1	19654
L5ET1	480229
L5ET1	33575
L5ET1	12244
L5ET1	8819
L5ET1	138158
L5ET1	8217
L5ET1	1438
L5ET1	13188
L5ET1	353491
L5ET1	6156
L5ET1	78798
L5ET1	83329
L5ET1	18399
L5ET1	15952
L5ET1	23173
L5ET1	124283
L5ET1	11623
L5ET1	122883
L5ET1	109907
L5ET1	12451
L5ET1	240108
L5ET1	761474
L5ET1	188454
L5ET1	6694
L5ET1	668616
L5ET1	265729
L5ET1	187086
L5ET1	13375
L5ET1	155927
L5ET1	43487
L5ET1	24986
L5ET1	5813
L5ET1	30969
L5ET1	3136
L5ET1	96860
L5ET1	12023
L5ET1	168991
L5ET1	42484
L5ET1	19667
L5ET1	20176
L5ET1	23442
L5ET1	68246
L5ET1	586169
L5ET1	12475
L5ET1	111651
L5ET1	193958
L5ET1	68490
L5ET1	51827
L5ET1	192370
L5ET1	361605
L5ET1	64319
L5ET1	20432
L5ET1	8341
L5ET1	33408
L5ET1	13036
L5ET1	249438
L5ET1	185508
L5ET1	89735
L5ET1	62580
L5ET1	293834
L5ET1	151418
L5ET1	95605
L5ET1	34209
L5ET1	137287
L5ET1	133415
L5ET1	90362
L5ET1	388933
L5ET1	79762
L5ET1	92582
L5ET1	261477
L5ET1	268447
L5ET1	24297
L5ET1	9343
L5ET1	41039
L5ET1	132689
L5ET1	109311
L5ET1	39416
L5ET1	203462
L5ET1	67403
L5ET1	1126029
L5ET1	44215
L5ET1	63407
L5ET1	73641
L5ET1	38571
L5ET1	2820
L5ET1	17412
L5ET1	48562
L5ET1	348814
L5ET1	37860
L5ET1	147605
L5ET1	123929
L5ET1	36883
L5ET1	82472
L5ET1	46594
L5ET1	28358
L5ET1	22496
L5ET1	19220
L5ET1	58625
L5ET1	234373
L5ET1	27613
L5ET1	487279
L5ET1	158433
L5ET1	137885
L5ET1	222117
L5ET1	168665
L5ET1	15309
L5ET1	136212
L5ET1	947263
L5ET1	259452
L5ET1	123100
L5ET1	88965
L5ET1	17831
L5ET1	1822715
L5ET1	138283
L5ET1	136210
L5ET1	161959
L5ET1	117583
L5ET1	46265
L5ET1	123463
L5ET1	21137
L5ET1	122895
L5ET1	215890
L5ET1	328741
L5ET1	220217
L5ET1	81055
L5ET1	788431
L5ET1	54360
L5ET1	54653
L5ET1	56394
L5ET1	168434
L5ET1	163100
L5ET1	508099
L5ET1	108789
L5ET1	428681
L5ET1	63126
L5ET1	543059
L5ET1	74353
L5ET1	120476
L5ET1	306963
L5ET1	129404
L5ET1	372927
L5ET1	128414
L5ET1	37498
L5ET1	38790
L5ET1	172482
L5ET1	13820
L5ET1	324444
L5ET1	537615
L5ET1	72920
L5ET1	126895
L5ET1	6619
L5ET1	140516
L5ET1	44347
L5ET1	269799
L5ET1	384136
L5ET1	53218
L5ET1	402274
L5ET1	100088
L5ET1	299729
L5ET1	469508
L5ET1	556736
L5ET1	278402
L5ET1	648194
L5ET1	17618
L5ET1	60755
L5ET1	213961
L5ET1	14052
L5ET1	139340
L5ET1	122193
L5ET1	112772
L5ET1	41920
L5ET1	30863
L5ET1	112990
L5ET1	11793
L5ET1	177603
L5ET1	7115
L5ET1	18775
L5ET1	162112
L5ET1	56939
L5ET1	387191
L5ET1	34691
L5ET1	31519
L5ET1	227166
L5ET1	351900
L5ET1	17905
L5ET1	190786
L5ET1	8760
L5ET1	80810
L5ET1	661482
L5ET1	209439
L5ET1	381584
L5ET1	1038921
L5ET1	678473
L5ET1	516531
L5ET1	341251
L5ET1	123436
L5ET1	367759
L5ET1	295145
L5ET1	396612
L5ET1	237279
L5ET1	12593
L5ET1	162469
L5ET1	27197
L5ET1	70374
L5ET1	64535
L5ET1	47067
L5ET1	307907
L5ET1	56583
L5ET1	20559
L5ET1	54616
L5ET1	98957
L5ET1	57809
L5ET1	23793
L5ET1	192325
L5ET1	70259
L5ET1	172724
L5ET1	104815
L5ET1	65136
L5ET1	12994
L5ET1	36805
L5ET1	222553
L5ET1	206644
L5ET1	116061
L5ET1	123704
L5ET1	324560
L5ET1	71421
L5ET1	69459
L5ET1	125524
L5ET1	464944
L5ET1	13226
L5ET1	22935
L5ET1	19300
L5ET1	62601
L5ET1	267938
L5ET1	141738
L5ET1	150391
L5ET1	160543
L5ET1	144842
L5ET1	130275
L5ET1	550750
L5ET1	186036
L5ET1	109151
L5ET1	1430765
L5ET1	88302
L5ET1	326860
L5ET1	171618
L5ET1	459809
L5ET1	141176
L5ET1	153021
L5ET1	45104
L5ET1	10065
L5ET1	99199
L5ET1	62963
L5ET1	462452
L5ET1	444408
L5ET1	788
L5ET1	83903
L5ET2	6988
L5ET2	70522
L5ET2	24369
L5ET2	219823
L5ET2	38689
L5ET2	30953
L5ET2	42712
L5ET2	45673
L5ET2	48315
L5ET2	45663
L5ET2	98678
L5ET2	74854
L5ET2	73697
L5ET2	60875
L5ET2	42522
L5ET2	42502
L5ET2	16413
L5ET2	103441
L5ET2	41037
L5ET2	1551956
L5ET2	46602
L5ET2	63526
L5ET2	960317
L5ET2	128499
L5ET2	83465
L5ET2	103402
L5ET2	36260
L5ET2	97247
L5ET2	156134
L5ET2	437567
L5ET2	16633
L5ET2	94230
L5ET2	183942
L5ET2	51641
L5ET2	246395
L5ET2	232048
L5ET2	15592
L5ET2	23798
L5ET2	33816
L5ET2	244989
L5ET2	101234
L5ET2	73897
L5ET2	101309
L5ET2	16750
L5ET2	155218
L5ET2	60449
L5ET2	32245
L5ET2	40714
L5ET2	185668
L5ET2	9586
L5ET2	88486
L5ET2	533301
L5ET2	142807
L5ET2	190776
L5ET2	608545
L5ET2	32220
L5ET2	108207
L5ET2	316129
L5ET2	113870
L5ET2	11305
L5ET2	405635
L5ET2	319966
L5ET2	1900727
L5ET2	221423
L5ET2	71550
L5ET2	109736
L5ET2	87757
L5ET2	128458
L5ET2	36879
L5ET2	91899
L5ET2	41293
L5ET2	910439
L5ET2	142846
L5ET2	20863
L5ET2	46066
L5ET2	15934
L5ET2	5888
L5ET2	25330
L5ET2	86419
L5ET2	41700
L5ET2	9884
L5ET2	63111
L5ET2	212965
L5ET2	141418
L5ET2	138930
L5ET2	64157
L5ET2	37929
L5ET2	256993
L5ET2	71384
L5ET2	350545
L5ET2	64163
L5ET2	108705
L5ET2	70426
L5ET2	30077
L5ET2	8076
L5ET2	76287
L5ET2	24105
L5ET2	22538
L5ET2	23062
L5ET2	186065
L5ET2	6200
L5ET2	117869
L5ET2	75839
L5ET2	97415
L5ET2	166362
L5ET2	187443
L5ET2	63698
L5ET2	11056
L5ET2	33218
L5ET2	50857
L5ET2	112925
L5ET2	266452
L5ET2	13629
L5ET2	113215
L5ET2	63665
L5ET2	534135
L5ET2	125376
L5ET2	15570
L5ET2	84757
L5ET2	580102
L5ET2	48946
L5ET2	1128459
L5ET2	66019
L5ET2	510016
L5ET2	33543
L5ET2	136883
L5ET2	66077
L5ET2	341676
L5ET2	331574
L5ET2	348035
L5ET2	66624
L5ET2	54854
L5ET2	179131
L5ET2	57614
L5ET2	46499
L5ET2	26441
L5ET2	26786
L5ET2	83490
L5ET2	20600
L5ET2	84550
L5ET2	54444
L5ET2	194663
L5ET2	93280
L5ET2	73001
L5ET2	35743
L5ET2	133926
L5ET2	44989
L5ET2	28451
L5ET2	95374
L5ET2	43594
L5ET2	185757
L5ET2	67246
L5ET2	23758
L5ET2	91847
L5ET2	154350
L5ET2	33236
L5ET2	187935
L5ET2	355053
L5ET2	28043
L5ET2	279716
L5ET2	64942
L5ET2	255298
L5ET2	509662
L5ET2	47940
L5ET2	114373
L5ET2	93137
L5ET2	34268
L5ET2	170251
L5ET2	217254
L5ET2	218620
L5ET2	29323
L5ET2	22578
L5ET2	51166
L5ET2	72363
L5ET2	437762
L5ET2	681803
L5ET2	98471
L5ET2	494685
L5ET2	80746
L5ET2	32917
L5ET2	245614
L5ET2	253880
L5ET2	75757
L5ET2	25086
L5ET2	43212
L5ET2	81772
L5ET2	143443
L5ET2	16743
L5ET2	151830
L5ET2	144751
L5ET2	81418
L5ET2	155086
L5ET2	140295
L5ET2	45475
L5ET2	35363
L5ET2	61434
L5ET2	27340
L5ET2	8350
L5ET2	89443
L5ET2	75496
L5ET2	1078522
L5ET2	68478
L5ET2	715104
L5ET2	91557
L5ET2	134247
L5ET2	42974
L5ET2	277100
L5ET2	128590
L5ET2	178341
L5ET2	65190
L5ET2	97009
L5ET2	587373
L5ET2	285796
L5ET2	63825
L5ET2	552916
L5ET2	79237
L5ET2	4368
L5ET2	39563
L5ET2	47269
L5ET2	186219
L5ET2	36470
L5ET2	23820
L5ET2	5780
L5ET2	19654
L5ET2	480229
L5ET2	66767
L5ET2	33575
L5ET2	120780
L5ET2	12244
L5ET2	8819
L5ET2	238421
L5ET2	71066
L5ET2	104975
L5ET2	243946
L5ET2	156649
L5ET2	161269
L5ET2	138158
L5ET2	28175
L5ET2	8451
L5ET2	33112
L5ET2	103914
L5ET2	6156
L5ET2	120609
L5ET2	57881
L5ET2	83329
L5ET2	50069
L5ET2	14632
L5ET2	59528
L5ET2	15952
L5ET2	11908
L5ET2	29530
L5ET2	23173
L5ET2	45502
L5ET2	351326
L5ET2	350563
L5ET2	40073
L5ET2	122883
L5ET2	188577
L5ET2	124370
L5ET2	109907
L5ET2	423766
L5ET2	61533
L5ET2	51270
L5ET2	104641
L5ET2	287913
L5ET2	240108
L5ET2	761474
L5ET2	219360
L5ET2	278827
L5ET2	188454
L5ET2	43092
L5ET2	6694
L5ET2	31754
L5ET2	187086
L5ET2	301819
L5ET2	49377
L5ET2	18705
L5ET2	28724
L5ET2	13375
L5ET2	155927
L5ET2	67175
L5ET2	22922
L5ET2	14406
L5ET2	11160
L5ET2	139721
L5ET2	29787
L5ET2	35521
L5ET2	111052
L5ET2	30969
L5ET2	111111
L5ET2	89144
L5ET2	16364
L5ET2	131668
L5ET2	96860
L5ET2	9438
L5ET2	46021
L5ET2	12023
L5ET2	168991
L5ET2	52366
L5ET2	28371
L5ET2	18469
L5ET2	30681
L5ET2	19667
L5ET2	163694
L5ET2	20176
L5ET2	23442
L5ET2	64158
L5ET2	586169
L5ET2	12475
L5ET2	367365
L5ET2	321231
L5ET2	111651
L5ET2	125241
L5ET2	196021
L5ET2	51827
L5ET2	47237
L5ET2	280191
L5ET2	34368
L5ET2	83246
L5ET2	270838
L5ET2	20432
L5ET2	33408
L5ET2	13036
L5ET2	150637
L5ET2	98655
L5ET2	185508
L5ET2	89735
L5ET2	147961
L5ET2	293834
L5ET2	691333
L5ET2	497709
L5ET2	151418
L5ET2	95605
L5ET2	15185
L5ET2	304813
L5ET2	90362
L5ET2	154458
L5ET2	388933
L5ET2	24583
L5ET2	79762
L5ET2	92582
L5ET2	32997
L5ET2	268447
L5ET2	46433
L5ET2	92377
L5ET2	91665
L5ET2	38787
L5ET2	24297
L5ET2	9343
L5ET2	64310
L5ET2	132689
L5ET2	36887
L5ET2	29847
L5ET2	109311
L5ET2	39416
L5ET2	140814
L5ET2	42802
L5ET2	76175
L5ET2	84900
L5ET2	16070
L5ET2	165762
L5ET2	79347
L5ET2	65119
L5ET2	112931
L5ET2	18094
L5ET2	67403
L5ET2	144478
L5ET2	257719
L5ET2	152675
L5ET2	301879
L5ET2	61927
L5ET2	35332
L5ET2	464847
L5ET2	63407
L5ET2	103022
L5ET2	38571
L5ET2	2820
L5ET2	17412
L5ET2	513972
L5ET2	87828
L5ET2	348814
L5ET2	41055
L5ET2	91788
L5ET2	16681
L5ET2	39912
L5ET2	53693
L5ET2	147605
L5ET2	123929
L5ET2	29943
L5ET2	74575
L5ET2	141797
L5ET2	59131
L5ET2	36883
L5ET2	151218
L5ET2	67224
L5ET2	82472
L5ET2	213197
L5ET2	82104
L5ET2	28358
L5ET2	22496
L5ET2	72861
L5ET2	19220
L5ET2	27903
L5ET2	58625
L5ET2	22725
L5ET2	168996
L5ET2	234373
L5ET2	27613
L5ET2	12030
L5ET2	423627
L5ET2	265874
L5ET2	462128
L5ET2	145358
L5ET2	137885
L5ET2	94383
L5ET2	10280
L5ET2	107521
L5ET2	65801
L5ET2	168665
L5ET2	45224
L5ET2	15309
L5ET2	1046150
L5ET2	17800
L5ET2	136212
L5ET2	947263
L5ET2	1432081
L5ET2	85405
L5ET2	1152195
L5ET2	85905
L5ET2	157880
L5ET2	180697
L5ET2	17831
L5ET2	75426
L5ET2	161959
L5ET2	72439
L5ET2	308958
L5ET2	76531
L5ET2	18155
L5ET2	21137
L5ET2	215890
L5ET2	149369
L5ET2	108895
L5ET2	328741
L5ET2	220217
L5ET2	81055
L5ET2	225161
L5ET2	243269
L5ET2	98708
L5ET2	54360
L5ET2	168434
L5ET2	163100
L5ET2	109825
L5ET2	419201
L5ET2	255009
L5ET2	108789
L5ET2	244620
L5ET2	63126
L5ET2	70129
L5ET2	75978
L5ET2	361385
L5ET2	42019
L5ET2	543059
L5ET2	794117
L5ET2	109252
L5ET2	74353
L5ET2	120476
L5ET2	297149
L5ET2	306963
L5ET2	426282
L5ET2	107129
L5ET2	128414
L5ET2	188694
L5ET2	30401
L5ET2	28848
L5ET2	170162
L5ET2	84784
L5ET2	335402
L5ET2	38790
L5ET2	36513
L5ET2	185661
L5ET2	154738
L5ET2	148723
L5ET2	13820
L5ET2	126895
L5ET2	140516
L5ET2	44347
L5ET2	204795
L5ET2	384136
L5ET2	53218
L5ET2	402274
L5ET2	100088
L5ET2	112754
L5ET2	556736
L5ET2	278402
L5ET2	236751
L5ET2	54798
L5ET2	102976
L5ET2	133086
L5ET2	17618
L5ET2	3805
L5ET2	3874
L5ET2	60755
L5ET2	16074
L5ET2	155949
L5ET2	135581
L5ET2	21595
L5ET2	128067
L5ET2	14052
L5ET2	1095756
L5ET2	195510
L5ET2	82096
L5ET2	39697
L5ET2	86665
L5ET2	170460
L5ET2	139340
L5ET2	100642
L5ET2	52333
L5ET2	66782
L5ET2	41920
L5ET2	30863
L5ET2	6033
L5ET2	16937
L5ET2	112990
L5ET2	11793
L5ET2	46573
L5ET2	177603
L5ET2	117467
L5ET2	7115
L5ET2	112192
L5ET2	18775
L5ET2	162112
L5ET2	162975
L5ET2	36279
L5ET2	275561
L5ET2	387191
L5ET2	176274
L5ET2	88899
L5ET2	49317
L5ET2	351900
L5ET2	183673
L5ET2	17905
L5ET2	190786
L5ET2	508879
L5ET2	8760
L5ET2	209439
L5ET2	214732
L5ET2	51937
L5ET2	355379
L5ET2	316261
L5ET2	92552
L5ET2	78094
L5ET2	678473
L5ET2	516531
L5ET2	341251
L5ET2	123436
L5ET2	840905
L5ET2	71913
L5ET2	367759
L5ET2	272313
L5ET2	396612
L5ET2	126783
L5ET2	77584
L5ET2	237279
L5ET2	12593
L5ET2	27197
L5ET2	44107
L5ET2	70374
L5ET2	64535
L5ET2	654557
L5ET2	47067
L5ET2	1133906
L5ET2	210624
L5ET2	307907
L5ET2	228418
L5ET2	56583
L5ET2	20559
L5ET2	54616
L5ET2	104269
L5ET2	98957
L5ET2	62126
L5ET2	43625
L5ET2	23793
L5ET2	34818
L5ET2	103407
L5ET2	192325
L5ET2	18324
L5ET2	104815
L5ET2	73498
L5ET2	599387
L5ET2	12098
L5ET2	58595
L5ET2	48898
L5ET2	65136
L5ET2	268300
L5ET2	12994
L5ET2	39246
L5ET2	54676
L5ET2	88587
L5ET2	222553
L5ET2	17743
L5ET2	206644
L5ET2	34209
L5ET2	116061
L5ET2	211393
L5ET2	238230
L5ET2	123704
L5ET2	455706
L5ET2	119761
L5ET2	13933
L5ET2	69459
L5ET2	125524
L5ET2	195760
L5ET2	13226
L5ET2	16991
L5ET2	22935
L5ET2	19300
L5ET2	44933
L5ET2	660951
L5ET2	89547
L5ET2	96422
L5ET2	156883
L5ET2	25174
L5ET2	150391
L5ET2	261591
L5ET2	197099
L5ET2	311028
L5ET2	160543
L5ET2	144842
L5ET2	130275
L5ET2	285526
L5ET2	14389
L5ET2	24229
L5ET2	550750
L5ET2	186036
L5ET2	109151
L5ET2	91993
L5ET2	121780
L5ET2	250735
L5ET2	88302
L5ET2	326860
L5ET2	362237
L5ET2	459809
L5ET2	141176
L5ET2	10065
L5ET2	62963
L5ET2	357463
L5ET2	444408
L5ET2	52320
L5ET2	124254
L5ET2	83903
L5ET2	216013
L5IT1	6988
L5IT1	10771
L5IT1	24369
L5IT1	60134
L5IT1	32449
L5IT1	265003
L5IT1	101467
L5IT1	26642
L5IT1	44296
L5IT1	16012
L5IT1	30953
L5IT1	163901
L5IT1	45663
L5IT1	74854
L5IT1	60875
L5IT1	42522
L5IT1	42492
L5IT1	149983
L5IT1	20482
L5IT1	86105
L5IT1	103441
L5IT1	41037
L5IT1	185315
L5IT1	46602
L5IT1	63526
L5IT1	10685
L5IT1	83465
L5IT1	88780
L5IT1	103402
L5IT1	36260
L5IT1	561037
L5IT1	83324
L5IT1	26382
L5IT1	94230
L5IT1	286666
L5IT1	8148
L5IT1	45571
L5IT1	36152
L5IT1	232048
L5IT1	64901
L5IT1	15592
L5IT1	23798
L5IT1	33816
L5IT1	58737
L5IT1	244989
L5IT1	77011
L5IT1	92191
L5IT1	70806
L5IT1	65373
L5IT1	101234
L5IT1	73897
L5IT1	101309
L5IT1	111338
L5IT1	196055
L5IT1	60713
L5IT1	570323
L5IT1	86249
L5IT1	54477
L5IT1	86937
L5IT1	63561
L5IT1	32245
L5IT1	88486
L5IT1	533301
L5IT1	142807
L5IT1	54978
L5IT1	32220
L5IT1	226592
L5IT1	142825
L5IT1	174254
L5IT1	105841
L5IT1	406881
L5IT1	11305
L5IT1	288939
L5IT1	897963
L5IT1	405635
L5IT1	71550
L5IT1	109736
L5IT1	76795
L5IT1	241449
L5IT1	47068
L5IT1	63980
L5IT1	128458
L5IT1	97379
L5IT1	3934
L5IT1	47295
L5IT1	36879
L5IT1	12974
L5IT1	247965
L5IT1	371686
L5IT1	144930
L5IT1	875551
L5IT1	48883
L5IT1	41293
L5IT1	910439
L5IT1	20863
L5IT1	129281
L5IT1	1060332
L5IT1	62289
L5IT1	203718
L5IT1	15934
L5IT1	52977
L5IT1	86419
L5IT1	47392
L5IT1	9884
L5IT1	74600
L5IT1	234206
L5IT1	151802
L5IT1	63111
L5IT1	235660
L5IT1	256074
L5IT1	1123374
L5IT1	218226
L5IT1	64163
L5IT1	60944
L5IT1	108705
L5IT1	30077
L5IT1	29947
L5IT1	52726
L5IT1	47536
L5IT1	76287
L5IT1	24105
L5IT1	22538
L5IT1	11429
L5IT1	128725
L5IT1	186065
L5IT1	117869
L5IT1	182966
L5IT1	97415
L5IT1	166362
L5IT1	187443
L5IT1	576731
L5IT1	1696896
L5IT1	11056
L5IT1	266452
L5IT1	63665
L5IT1	14764
L5IT1	125376
L5IT1	15570
L5IT1	66019
L5IT1	33943
L5IT1	136883
L5IT1	13343
L5IT1	27571
L5IT1	25550
L5IT1	341676
L5IT1	348035
L5IT1	54854
L5IT1	57614
L5IT1	46499
L5IT1	65589
L5IT1	26441
L5IT1	2042
L5IT1	83490
L5IT1	45148
L5IT1	20600
L5IT1	84550
L5IT1	133870
L5IT1	640657
L5IT1	30393
L5IT1	73001
L5IT1	44989
L5IT1	277496
L5IT1	91839
L5IT1	51830
L5IT1	30987
L5IT1	107130
L5IT1	57990
L5IT1	169407
L5IT1	43594
L5IT1	57750
L5IT1	185757
L5IT1	23758
L5IT1	86021
L5IT1	161522
L5IT1	91847
L5IT1	117847
L5IT1	85637
L5IT1	91333
L5IT1	135521
L5IT1	50985
L5IT1	699758
L5IT1	616469
L5IT1	93137
L5IT1	34268
L5IT1	787817
L5IT1	170251
L5IT1	217254
L5IT1	218620
L5IT1	36237
L5IT1	85985
L5IT1	22578
L5IT1	27025
L5IT1	51166
L5IT1	691438
L5IT1	681803
L5IT1	98471
L5IT1	368844
L5IT1	51077
L5IT1	245614
L5IT1	52746
L5IT1	253880
L5IT1	163205
L5IT1	34811
L5IT1	75757
L5IT1	25086
L5IT1	914644
L5IT1	97756
L5IT1	43212
L5IT1	328427
L5IT1	44490
L5IT1	151830
L5IT1	155086
L5IT1	43140
L5IT1	76830
L5IT1	35363
L5IT1	61434
L5IT1	27340
L5IT1	8350
L5IT1	420307
L5IT1	47809
L5IT1	25636
L5IT1	133915
L5IT1	302578
L5IT1	89443
L5IT1	68478
L5IT1	31472
L5IT1	91557
L5IT1	64461
L5IT1	42974
L5IT1	15405
L5IT1	70206
L5IT1	128590
L5IT1	142401
L5IT1	97009
L5IT1	63825
L5IT1	259558
L5IT1	55578
L5IT1	79237
L5IT1	41486
L5IT1	4368
L5IT1	149273
L5IT1	372610
L5IT1	19664
L5IT1	47269
L5IT1	71345
L5IT1	23820
L5IT1	5780
L5IT1	6203
L5IT1	6442
L5IT1	19654
L5IT1	87279
L5IT1	33575
L5IT1	12244
L5IT1	8819
L5IT1	238421
L5IT1	63964
L5IT1	104975
L5IT1	156649
L5IT1	25940
L5IT1	8451
L5IT1	40277
L5IT1	33112
L5IT1	6156
L5IT1	51539
L5IT1	78798
L5IT1	57881
L5IT1	29231
L5IT1	83329
L5IT1	18399
L5IT1	15952
L5IT1	11908
L5IT1	160077
L5IT1	36064
L5IT1	23173
L5IT1	190679
L5IT1	105909
L5IT1	34030
L5IT1	124283
L5IT1	562156
L5IT1	110822
L5IT1	11623
L5IT1	36942
L5IT1	122883
L5IT1	188577
L5IT1	14539
L5IT1	10020
L5IT1	34287
L5IT1	51270
L5IT1	77150
L5IT1	103545
L5IT1	287913
L5IT1	336303
L5IT1	145371
L5IT1	188454
L5IT1	43092
L5IT1	544341
L5IT1	265729
L5IT1	187086
L5IT1	68645
L5IT1	23144
L5IT1	206408
L5IT1	31424
L5IT1	49377
L5IT1	45289
L5IT1	13375
L5IT1	120051
L5IT1	53285
L5IT1	155927
L5IT1	67175
L5IT1	11160
L5IT1	53457
L5IT1	24986
L5IT1	5813
L5IT1	27653
L5IT1	77240
L5IT1	30969
L5IT1	62176
L5IT1	3136
L5IT1	131668
L5IT1	93199
L5IT1	21533
L5IT1	44463
L5IT1	96860
L5IT1	21906
L5IT1	9438
L5IT1	52335
L5IT1	31739
L5IT1	12023
L5IT1	45159
L5IT1	107548
L5IT1	28371
L5IT1	100076
L5IT1	54551
L5IT1	18904
